Title,Company,link,Blurb
"Abschlussarbeit  Softwareentwicklung Java, Python, Machine Learning",IAV GmbH Ingenieurgesellschaft Auto und Verkehr,https://stellenangebot.monster.de/abschlussarbeit-–-softwareentwicklung-java-python-machine-learning-berlin-berlin-de-iav-gmbh-ingenieurgesellschaft-auto-und-verkehr/4b57af5a-84ee-4bbd-91ef-cd9438bdd184,"Abschlussarbeit  Softwareentwicklung Java, Python, Machine Learning
 
 Job-ID: TP-T-3305
 
 Abschlussarbeit  Softwareentwicklung Java, Python, Machine Learning
 
 Studenten  Abschlussarbeit 
 Berlin 
 
 Das bewegt Sie:
 
 Sie mchten im Rahmen einer Abschlussarbeit Ihre Kenntnisse in folgenden Themenbereichen vertiefen:
 
  Agile Entwicklung von Softwaremodulen auf Basis von Java und/oder Python sowie gngigen Webtechnologien
  Umsetzung von Machine Learning und KI-Methoden zur Datenanalyse und -aufbereitung
  Implementierung von Cloud-Diensten und Anbindung von mobilen Sensordaten (z.B. aus Fahrzeugen)
  Ablage von Daten in einem verteilten Dateisystem (Hadoop HDFS)
  Stream Processing (Apache Flink)
  Containervirtualisierung (Docker)
 
 Das spricht fr Sie:
 
 Fortgeschrittenes Studium im Bereich Informatik, Softwareentwicklung oder eines vergleichbaren Studienganges
 Sichere Anwendung von integrierten Entwicklungsumgebungen (Eclipse, Intellij, ...), Build-Management-Systemen (Gradle, Maven, Jenkins, ...) und Verwaltungstools (GitLab, Bitbucket, Jira, Confluence, ...)
 Sehr gute Programmierkenntnisse (Java, Python, ...) fr die Umsetzung von Analytik-Verfahren (Hauptkomponentenanalyse, Kalman-Filter, Gaussprozesse, ...)
 Grundkenntnisse in der selbstndigen Entwicklung von interaktiven Webanwendungen (JavaScript, ...)
 Grundverstndnis der Systematik des maschinellen Lernens
 Sehr gute Deutschkenntnisse
 Selbststndige und strukturierte Arbeitsweise 
 
 Das spricht fr uns:
 
 Als Student* arbeiten Sie bei IAV nicht irgendwo, sondern mittendrin. In echten Projekten. An spannenden Zukunftsaufgaben. Voll integriert und im Schulterschluss mit IAV-Experten. Viel Verantwortung und gleichzeitig viel Freiraum, um Uni und Arbeit zusammen zu bringen: So entstehen beste Perspektiven fr Ihre berufliche Entwicklung. Bei attraktiver Vergtung nach unserem Haustarifvertrag.
 
 * Wir freuen uns ber Menschen jeden Geschlechts."
Android Software Entwickler*,IAV GmbH Ingenieurgesellschaft Auto und Verkehr,https://stellenangebot.monster.de/android-software-entwickler-berlin-berlin-de-iav-gmbh-ingenieurgesellschaft-auto-und-verkehr/3b8a48d4-278e-45ae-b7e1-04352474efd3,"IAV  Android Software Entwickler*
 
 Job-ID: TE-U4-SAM-1841
 
 Android Software Entwickler*
 
 Berufserfahrene  Vollzeit 
 Berlin 
 
 Das bewegt Sie:
 
 Wir bei IAV lieben Software. Wir verstehen uns als Software Craftsmen und schreiben unseren Code stehts ""clean"". Den Spagat zwischen traditionellem Entwicklungsvorgehen und der gleichzeitigen Anwendung agiler Methoden meistern wir tglich in selbstorganisierten Teams.
 
 Gemeinsam entwickeln wir das Smartphone auf Rdern. Fr kommende Fahrzeuggenerationen untersuchen wir schon heute, wie wir das wichtigste Interface des Fahrers zum Auto auf die nchste Stufe heben. Aktuell entwickeln wir ""from scratch"" einen Prototypen eines Infotainmentsystems auf Basis von Android Automotive. Gestalten Sie mit uns das Infotainment von bermorgen!
 
 Folgende konkrete Aufgaben erwarten Sie:
 
 Entwicklung einer HMI auf Basis von Android Automotive - vom Prototypen bis zum (virtuellen) Autohaus
 Erstellung einer flexiblen Software-Architektur, die viele unterschiedliche Bedienkonzepte erlaubt
 Aufbereitung technischer Details fr die Management-Flughhe
 Aktiver Wissenstransfer der neuen Technologie zu anderen Kollegen
 
 Das spricht fr Sie:
 
 Erfolgreich abgeschlossenes Studium der Fachrichtungen (technische) Informatik, Medieninformatik, Elektrotechnik oder eines vergleichbaren Studienganges
 Fundierte Erfahrung in der professionellen Entwicklung (mindestens 2 Jahre) von Android Apps in mittleren oder groen Teams
 Sie knnen gute Software in Java oder Kotlin schreiben
 Nach Bedarf wechseln Sie die Flughhe und knnen so je nach Bedarf an einem wichtigen Detail oder an den nchsten groen Schritten arbeiten
 Idealer Weise haben Sie auch schon einen Einblick in andere Domnen gewonnen (insbesondere Backend- oder Web-Entwicklung)
 Sehr gute Deutsch- oder Englischkenntnisse
 
 Das spricht fr uns:
 
 Verantwortung bernehmen statt Rdchen im Getriebe sein. Bei IAV vertrauen wir Ihnen step by step immer wichtigere Aufgaben an. Dank Fach-Mentoren sind Sie nicht allein und knnen so mit den Projekten wachsen. Sie arbeiten mit den groen Namen der Automobil- und Forschungswelt zusammen. Und qualifizieren sich gezielt weiter, z.B. durch in-house Seminare oder auf Kongressen.
 
 * Wir freuen uns ber Menschen jeden Geschlechts."
Frontend Developer (m/f/d) (Loans),Check24 Vergleichsportal GmbH / CHECK24 Services GmbH,https://stellenangebot.monster.de/frontend-developer-m-f-d-loans-münchen-bayern-de-check24-vergleichsportal-gmbh-check24-services-gmbh/e294bde2-bd9b-422d-92dd-4bef4c064e83,"Starten Sie Ihre Karriere bei Deutschlands grtem Vergleichsportal
 
 Frontend Developer (m/f/d) (Loans)
 
 Mnchen
 
 Publiziert: 13.08.2019
 
 We are a pioneer and long-standing market leader for online credit comparisons with millions of customers. The basis for our strong growth is our heart, a 100% self-developed, scalable and secure IT platform based on modern technologies.
 To this end, we have built up a completely new data center this year. Now the focus is on further optimization of our microservice architecture and the optimal integration of application development and infrastructure in the DevOps area.
 So we have a lot to do! For this we need you as a highly motivated professional to strengthen our international, dynamic team as a Lead Frontend Developer (m/f/d) in Munich.
 
 Your Responsibilities
 
 Design, development and maintenance of our market leading loan comparison platform 
 Development of interactive, dynamic UX solutions with Javascript 
 Implementation of UI designs with HTML5, CSS3/SASS/LESS 
 Implementing and maintenance of new websites and services, new landing pages and single page applications 
 Direct collaboration with product owners and backend development colleagues in an agile work environment 
 
 Your Qualifications
 
 At least 2 years of professional experience as a frontend developer (m/f/d) 
 Knowledge of HTML5, CSS3 and JavaScript 
 Knowledge of Angular and Node.js, especially current versions 
 Knowledge of other JavaScript frameworks like React and jQuery 
 Knowledge of MongoDB nice to have 
 Open to working with new technologies 
 Proficiency with written and spoken German and/or English 
 
 Your Benefits
 
 Personal development through new technologies and responsibility for a production environment with millions of customers 
 We love Nerds & Makers: Personal freedom of design, flat hierarchies 
 Take part in our staff development programmes and various training opportunities (soft skill training, programmes for high achieving employees, career pathways to expert and leadership roles) 
 Join our generous company pension scheme 
 Enjoy our free selection of hot drinks, water and fruit as well as free lunches once per week that give you the opportunity to meet people from different CHECK24 departments 
 Save money with our cash-back vouchers for CHECK24 products and services 
 Work in the heart of the city - our headquarters is located close to Munichs city centre and is easy to reach via public transport 
 
 Do you have questions?
 
 Verena Hauke
 Recruiterin
 
 Verena.Hauke@check24.de 
 https://jobs.check24.de 
 
 Applications can only be accepted online via our application form."
Senior Full Stack Web Developer,Cambridge Mobile Telematics,https://www.indeed.com/viewjob?jk=056c9b22a30c7ff7,"CMT is seeking a Full-Stack Web Developer to produce scalable software solutions to reliably collect and manage data from sensors on smartphones and connected devices in vehicles. As a Full-Stack Web Developer, you will design architecture, build front end applications, and build features and applications that meet the needs of our customers. If youre interested in using your skills to make the world's roads and drivers safer, wed like to meet you.

Responsibilities
Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Requirements
Bachelor's degree in Computer Science or equivalent experience
3+ years of relevant working experiences in web application development and programming
Top-notch programming skills and knowledge of modern HTML/CSS
Proficiency with Python and JavaScript
Knowledge of, and ability to use, relational database systems
Good understanding of how web applications work
Nice to have skills

Strong knowledge in web security and session management
Ability to work independently when needed
Ability to learn quickly
Familiarity with PHP
Hands-on experience with network diagnostics, network analytics tools
Benefits
Cambridge Mobile Telematics' (CMT) mission is to make the worlds roads and drivers safer. Since its first product launch in 2012 that pioneered mobile usage-based insurance, CMT has become the worlds leading telematics and analytics provider for insurers, rideshares, and fleets. CMTs DriveWell platform uses mobile sensing and behavioral science to measure driving risk and incentivize safer driving, while its Claims Studio reduces the claims cycle time with real-time crash detection, crash reconstruction, and damage assessment using telematics and artificial intelligence. CMT has over 50 active programs with insurers and other partners, improving safety for millions of drivers every day around the world. Started based on research at MIT and backed by the SoftBank Vision Fund to fuel its rapid growth, CMT is headquartered in Cambridge MA. To learn more, visit www.cmtelematics.com and follow CMT on Twitter @cmtelematics.
Our Benefits Include:
Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k match)
Life Insurance (Basic & AD&D)
Unlimited Paid Time Off (Vacation, Sick & Public Holidays)
Parental Leave
Short Term & Long Term Disability
Work From Home
Flexible Scheduling Options
Stock Option Plan"
Lead Software Engineer- Mobile Applications,Cambridge Mobile Telematics,https://www.indeed.com/viewjob?jk=545672a1ee73bf6d,"CMT's mobile apps are used by millions of drivers around the world, including in the US, Canada, Europe, South Africa, Australia, and Brazil. Our users receive timely, customized feedback, making them safer drivers.

CMT is seeking an experienced mobile software engineer to build a platform to enable fast and bug-free delivery of telematics-based mobile applications to our customers. The individual should be highly skilled in building visually appealing and engaging apps and also have strong leadership skills.
Responsibilities:
Lead a software development team to build engaging Android and iOS applications that leverage CMTs mobile sensing capabilities
Design and build a platform for fast deployment of mobile applications for CMTs customers
Collaborate with product managers to shape features of the platform and the mobile applications
Create, design, and implement user interfaces and experiences that:
Engage and entice users to return to the app regularly
Display information about a driver's behavior (e.g. distracted driving, reckless driving, etc.) in visually appealing, yet meaningful ways
Teach drivers how to improve their driving habits
Troubleshoot and resolve bugs in the mobile application code
Mentor and guide less experienced developers
Requirements
Qualifications:
Bachelor's degree in Computer Science, similar technical field of study or equivalent practical experience
Ability to write high-quality, reliable software for mobile platforms
2+ years developing mobile apps including Android development experience
4+ years of software development experience
Experience leading engineers through solving technical problems and building quality solutions
A passion for learning
A passion for building highly engaging applications regardless of platform
Strong presentation and interpersonal skills

Nice to have skills:
Familiarity with common third-party libraries for the Android platform
Familiarity with the iOS development ecosystem
Familiarity with developing server APIs that support mobile applications
Strong troubleshooting abilities for diagnosing complex issues
Experience with source control frameworks such as git and svn
Experience with different application architectures such as Model-View-Controller, MVVM, and VIPER
Benefits
Cambridge Mobile Telematics' (CMT) mission is to make the worlds roads and drivers safer. Since its first product launch in 2012 that pioneered mobile usage-based insurance, CMT has become the worlds leading telematics and analytics provider for insurers, rideshares, and fleets. CMTs DriveWell platform uses mobile sensing and behavioral science to measure driving risk and incentivize safer driving, while its Claims Studio reduces the claims cycle time with real-time crash detection, crash reconstruction, and damage assessment using telematics and artificial intelligence. CMT has over 50 active programs with insurers and other partners, improving safety for millions of drivers every day around the world. Started based on research at MIT and backed by the SoftBank Vision Fund to fuel its rapid growth, CMT is headquartered in Cambridge MA. To learn more, visit www.cmtelematics.com and follow CMT on Twitter @cmtelematics.
Our Benefits Include:
Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k match)
Life Insurance (Basic & AD&D)
Unlimited Paid Time Off (Vacation, Sick & Public Holidays)
Parental Leave
Short Term & Long Term Disability
Work From Home
Flexible Scheduling Options
Stock Option Plan"
Software Engineer- Cloud Infrastructure,Cambridge Mobile Telematics,https://www.indeed.com/viewjob?jk=7a57688a12765664,"CMT is seeking a Cloud Software Engineer to join us in building technology to reliably collect and manage data from sensors on smartphones and connected devices in vehicles. As a member of our engineering group, you will help accomplish our mission by designing and building solutions that solve our customer's problems. Our company is made up of collaborative, customer-committed, and creative experts that enjoy working in a fast-paced and fun environment. We are looking for high performers to help build global-scale solutions to improve safety in an evolving mobile world.

Responsibilities:

Design and build efficient, reliable and secure software infrastructure
Design and implement efficient algorithms for processing large volume of data
Design and implement easy to use APIs for clients to use
Design and build tools that make our development process more efficient
Requirements
Bachelor's Degree in Computer Science or equivalent experience
Top-notch programming skills and in-depth knowledge of at least one of Python, Java or C++; familiarity with two or more languages is preferred
Ability to learn quickly and work in a fast-paced environment
Strong troubleshooting abilities for diagnosing complex issues
Strong working knowledge of relational database systems
Strong communication and interpersonal skills
Proficient in Unix/Linux

Nice to have skills:

Proven working experience in software development; 5+ years of experience
Solid understanding of algorithm complexity
A solid understanding of client/server architecture and distributed systems
Experience with scalability and security of large-scale web services
Hands-on experience with network diagnostics, network analytics tools
Proficient in Object-Oriented Programming
Benefits
Cambridge Mobile Telematics' (CMT) mission is to make the worlds roads and drivers safer. Since its first product launch in 2012 that pioneered mobile usage-based insurance, CMT has become the worlds leading telematics and analytics provider for insurers, rideshares, and fleets. CMTs DriveWell platform uses mobile sensing and behavioral science to measure driving risk and incentivize safer driving, while its Claims Studio reduces the claims cycle time with real-time crash detection, crash reconstruction, and damage assessment using telematics and artificial intelligence. CMT has over 50 active programs with insurers and other partners, improving safety for millions of drivers every day around the world. Started based on research at MIT and backed by the SoftBank Vision Fund to fuel its rapid growth, CMT is headquartered in Cambridge MA. To learn more, visit www.cmtelematics.com and follow CMT on Twitter @cmtelematics.
Our Benefits Include:
Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k match)
Life Insurance (Basic & AD&D)
Unlimited Paid Time Off (Vacation, Sick & Public Holidays)
Parental Leave
Short Term & Long Term Disability
Work From Home
Flexible Scheduling Options
Stock Option Plan"
Backend Platform Engineer,productboard,https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=8095&s=58&guid=0000017060e6967f8fae47226f8d1052&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_039ba8bd&cb=1582173689603&jobListingId=3431659414,".css-1noe2rc *{color:#505863;line-height:1.4em;}.css-1noe2rc .ecgq1xb1{padding-left:0;}.css-1noe2rc .ecgq1xb1 .ecgq1xb0{margin:0 0 8px 0;}.css-1noe2rc ol,.css-1noe2rc ul{padding-left:32px;}.css-1noe2rc li{margin:10px;margin-bottom:5px;margin-left:20px;line-height:1.4em;}.css-58vpdc{margin-bottom:24px;}.css-58vpdc ul{margin:5px 0 10px 20px;}.css-58vpdc ul > br{display:none;}.css-58vpdc ul > li{margin-left:0;}.css-58vpdc li{padding:0;}Help build a multi-tenant SaaS serving 2000+ global companies. Work on improving the developer experience by implementing software solutions that will increase the productivity of developers from an infrastructure point of view.Our Tech stack:

Languages: Ruby, Node.js, TypeScript, JavaScript, Python, Go
Databases: PostgreSQL, ElasticSearch, Redis
QA: Cypress.io
Infrastructure: AWS, Terraform, Kubernetes, GitLab CI

You will:



Design and build automated systems to manage our scalable infrastructure on AWS
Cooperate with our engineers to find pain points and continuously strive to make their experience better
Create performance benchmarking platforms for our infrastructure and software
Dig deep into CI tools, and drive improvements in speed and efficiency
Improve the monitoring of our services and aim to maintain observability and clarity in our metrics

About productboard productboard is the product management system of choice for everyone from Avast and Microsoft to rising stars like Metromile and Envoy. In addition to our recent $45M Series-B, Forbes Magazine named productboard 2019's most valued startup of the Czech Republic.


We are backed by top Silicon Valley investors, giving us access to capital, networks, mentors, and markets
You'll enjoy an exciting team atmosphere building a new and complex product
We iterate quickly and decisions are fast. You'll have a voice in what we do and see the impact of your work
We have modern offices in Prague and San Francisco. Expect occasional travel to the US

Perks & BenefitsYou'll join a diverse and talented team, with plenty of opportunities for personal growth, impact, and learning.

Stock options

MacBook Pro or notebook of your choice + 34 monitor

Budget for online courses, books and conferences

5 weeks of vacation and sick days

Free snacks, drinks, and yummy catered lunches every day

MultiSport card to access sports facilities in Prague.

Team events, such as happy hours, off-sites, and retreats

Flexible working hours and home office

Language lessons

Opportunity to travel to San Francisco

Relocation Package for foreign (non Czechoslovak) candidates relocating to PragueCultureOur culture is one of trust and openness, free of workplace politics, and hasty decisions.

Thoughtful and transparent collaboration is a value that's integral to our founding principles. For us, success is a team sport, so it's important you're a team player."
Software Engineer,John Deere,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=359521&s=58&guid=0000017060e6c6cc9ff96d1a9a710d49&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_08a99697&cb=1582173702231&jobListingId=3496409313,".css-1noe2rc *{color:#505863;line-height:1.4em;}.css-1noe2rc .ecgq1xb1{padding-left:0;}.css-1noe2rc .ecgq1xb1 .ecgq1xb0{margin:0 0 8px 0;}.css-1noe2rc ol,.css-1noe2rc ul{padding-left:32px;}.css-1noe2rc li{margin:10px;margin-bottom:5px;margin-left:20px;line-height:1.4em;}.css-58vpdc{margin-bottom:24px;}.css-58vpdc ul{margin:5px 0 10px 20px;}.css-58vpdc ul > br{display:none;}.css-58vpdc ul > li{margin-left:0;}.css-58vpdc li{padding:0;}There are 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we?re all about at John Deere. And it?s why we?re investing in our people and our technology like never before in our 175-year history. Here the world?s brightest minds are tackling the world?s biggest challenges. If you believe one person can make the world a better place, we?ll put you to work. RIGHT NOW.

Primary Location: United States (US)?- Illinois (US-IL)?- Milan?

Function: Information Technology

Title: Software Engineer?- 63368?

Your Responsibilities

As a Software Engineer for the Parts Distribution Center, located in Milan, IL you will participate in an agile scrum team who provides development and technical support for Finance Cobol applications and interfaces that support the Finance continuation train. In addition, you will:

Work closely with product owners and product managers to understand requirements and prioritiesPerform development and implementation of technical solutions to deliver on User StoriesAssist in resolution of IT technical issues in the product teamCollaborates with team members and stakeholders to ensure solutions meet business needsFollows industry-standard agile software design methodology

Visa sponsorship IS available for this position.

Proven Technical Skills and Experiences

2 or more years of experience in the design, development, testing and integration of high complex software solutions in Cobol development leveraging change management 1 or more years of understanding of applications development environment, database, data management and infrastructure capabilities and constraints? Experience working in some or all of these Cobol based systems and databases: Cobol, JCL, ESP, SQL, MQ, IMS, DB2Experience working in an Agile/Scrum team environmentKnowledge of Deere mainframe environment

Interpersonal, Leadership and Teaming Competencies

Proven experience as working in a team environmentCapable of collaborating with multiple business stakeholders to provide information technology solutionSkilled in interpersonal communications, negotiation, and conflict resolution

Education (or equivalent work experience)

Ideally, you will have a degree or equivalent work experience in the following:

Bachelor's degree in IT, Computer Science, Computer Engineering, Accounting/Finance or equivalent experience in a related career field

What You'll Get

At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We offer comprehensive relocation and reward packages to help you get started on your new career path. Click here?to find out more about our Total Rewards Package.

The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.

John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability.

?"
Embedded Software Engineer,John Deere,https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=359521&s=58&guid=0000017060e6c6cc9ff96d1a9a710d49&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_4db8b303&cb=1582173702233&jobListingId=3496357045,".css-1noe2rc *{color:#505863;line-height:1.4em;}.css-1noe2rc .ecgq1xb1{padding-left:0;}.css-1noe2rc .ecgq1xb1 .ecgq1xb0{margin:0 0 8px 0;}.css-1noe2rc ol,.css-1noe2rc ul{padding-left:32px;}.css-1noe2rc li{margin:10px;margin-bottom:5px;margin-left:20px;line-height:1.4em;}.css-58vpdc{margin-bottom:24px;}.css-58vpdc ul{margin:5px 0 10px 20px;}.css-58vpdc ul > br{display:none;}.css-58vpdc ul > li{margin-left:0;}.css-58vpdc li{padding:0;}There are 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we?re all about at John Deere. And it?s why we?re investing in our people and our technology like never before in our 175-year history. Here the world?s brightest minds are tackling the world?s biggest challenges. If you believe one person can make the world a better place, we?ll put you to work. RIGHT NOW.

Primary Location: United States (US)?- Iowa (US-IA)?- Dubuque?

Function: Product Engineering

Title: Embedded Software Engineer?- 62347

Your Position:

As an Embedded Software Engineer for John Deere Construction and Forestry Division, located in Dubuque, IA, you will develop embedded software applications for Construction & Forestry equipment. In addition, you will:

Design, develop, test, and debug software components used for electronically controlled systems, while complying with a defined development process and coding standardsCollaborate with cross functional product design teams developing various features, such as displays, electro-hydraulics, and/or powertrainUse model-based software design tools and techniques to develop, analyze, and simulate complex machine control systemsProvide technical support to the factory, Supply Management, and Product Support during key product development phases

Visa sponsorship is NOT available for this position.

What Skills You Need

3 or more years experience in developing production software, performing analysis, design, and testing for embedded software projects3 or more years experience programming in C or C++Excellent problem solverEffective communicator with teamwork experienceProficient with embedded systems tools such as emulators, compilers, simulators, etc.Intermediate knowledge of electronic circuits and components, such as Micro Controllers, FETs, EEPROM/Flash, etc., with the ability to read schematics and data sheetsLeadership potential

What Makes You Stand Out

Experience developing with embedded OSs, such as open RTOS, Linux, uC.OSII, or otherExperience with UI/UX frameworks, e.g. Crank Storyboard, QT, or otherExperience with software configuration management, software planning, and code reviews tools and/or practices3 or more years experience in off-road, Heavy on-road or passenger car industriesExperience with SAE J1939 CAN communication and CAN analysis tools, specifically VehicleSpy or CANoeExperience Model Based Software Design, preferably Mathworks (Simulink/Stateflow/Real-Time Workshop)Master's degree in Computer Science, Software Engineering, Electrical/Computer Engineering or other related fieldExperience with microcontroller peripherals and systemsKnowledge of Electro-hydraulics and powertrain applications

Education (or equivalent work experience)

Ideally, you will have a degree or equivalent work experience in the following:

Bachelor's degree in Computer Science, Software Engineering, Electrical/Computer Engineering or other related field.

What You'll Get

At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We offer comprehensive relocation and reward packages to help you get started on your new career path. Click here to find out more about our Total Rewards Package.?

The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.? An Equal Opportunity Employer, John Deere requires a diversity of people, perspectives and ideas to address the complex challenges of its global business.? John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity, status as a protected veteran, or status as a qualified individual with disability."
Staff Software Engineer,John Deere,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=359521&s=58&guid=0000017060e6c6cc9ff96d1a9a710d49&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_0bcdd735&cb=1582173702235&jobListingId=3473304345,".css-1noe2rc *{color:#505863;line-height:1.4em;}.css-1noe2rc .ecgq1xb1{padding-left:0;}.css-1noe2rc .ecgq1xb1 .ecgq1xb0{margin:0 0 8px 0;}.css-1noe2rc ol,.css-1noe2rc ul{padding-left:32px;}.css-1noe2rc li{margin:10px;margin-bottom:5px;margin-left:20px;line-height:1.4em;}.css-58vpdc{margin-bottom:24px;}.css-58vpdc ul{margin:5px 0 10px 20px;}.css-58vpdc ul > br{display:none;}.css-58vpdc ul > li{margin-left:0;}.css-58vpdc li{padding:0;}There are 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we?re all about at John Deere. And it?s why we?re investing in our people and our technology like never before in our 175-year history. Here the world?s brightest minds are tackling the world?s biggest challenges. If you believe one person can make the world a better place, we?ll put you to work. RIGHT NOW.

Primary Location: United States (US)?- California (US-CA)?- San Francisco?

Function: Information Technology

Title: Staff Software Engineer?- 56573?

Your Responsibilities

?As a Staff Software Engineer, for the John Deere Intelligent Solutions Group (ISG-San Francisco), you will join our team building a world class data platform for advanced analytics and artificial intelligence. This team will design, develop, and support our Precision Ag analytics platform - enabling the ingest, modeling, and efficient retrieval of data at petabyte scale. Our team builds production data products that utilize machine learning algorithms to enable intelligent, automated equipment and to improve farmer decision making. Join a team that is passionate about making a difference by applying cutting edge technology to solve some of the world's biggest problems. ?In addition, you will:

Write clean, well-tested code to enable ingest, storage, retrieval, and transformation of large-scale geospatial data for analysis, research, and model development.Build and support high performance data pipelines that are efficient and reliable with robust monitoring. Develop next-generation data structures and APIs that enable secure, performant, cost effective access to data for research and model development. Identify and adopt engineering best practices to drive high performance and high expectations from other engineers. Collaborate and communicate closely with data scientists and engineers to identify and build needed infrastructure, tools, and libraries to support machine learning algorithms. Provide code reviews and technical guidance to other members of the team.

VISA Sponsorship IS available for this position.

What Skills You Need

5 or more years of software engineering experience 3 or more years of experience building and supporting mission critical, global, production-scale, cloud-based systems using Amazon Web Services (AWS) or relevant cloud technologiesDemonstrated ability to architect and build large scale processing pipelines Experience designing and implementing geospatial data structures, analysis systems, and visualizations Strong coding skills in Python and additional experience with C++, Java, and/or Scala Demonstrated experience with infrastructure-as-code, automation, monitoring, and a DevOps mindset A solid foundation in computer science, particularly with algorithm development Strong analytic skills with high attention to detail and accuracy An ability to inform and influence others through your strong communication skills

What Makes You Stand Out

Expertise with geospatial, IoT, or high frequency unstructured data sets Sense of ownership, curiosity, and ability to function in a fast paced, collaborative team environment that is distributed across various time zones and locations Experience with Spark or Hadoop Experience working with GDAL or similar spatial libraries Experience with machine learning techniques or tools A strong track record of contributions to the open source community Advanced degree, engineering or computer science preferred

Education (or equivalent work experience)

Bachelor's degree in an Engineering, Computer Science or Technology related discipline

What You'll Get

At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We offer comprehensive relocation and reward packages to help you get started on your new career path. Click here?to find out more about our Total Rewards Package.

The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.

John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability.

?"
